,player_id,Name,Season,Age,50th_max_velo,P/PA,Team,K%,BB%,Brls/BBE%,HardHit%,Spd,LD%,GB%,FB%,HR/FB%,IFH%,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,SwStr%,BsR,Pull%,Oppo%,LA,HR,SB,Cluster,PA,xwOBA,xBA,wRC+,OFF
14,623993,Anthony Santander,2023,28,101.7,4.21,BAL,23.2,8.4,10.2,46.1,3.5,15.3,35.0,49.7,12.7,4.5,37.7,67.8,49.1,70.8,85.9,10.4,-0.7,46.1,21.2,20.2,28,5,9,656,0.319,0.237,119,14.5
15,662139,Daulton Varsho,2023,26,99.9,3.98,TOR,23.2,7.7,7.3,36.0,5.4,20.3,32.5,47.2,11.2,5.7,32.4,71.1,49.4,64.1,87.1,10.5,2.3,50.8,23.0,20.5,20,16,6,581,0.302,0.232,85,-7.9
16,642708,Amed Rosario,2023,27,99.5,3.63,- - -,18.2,5.3,3.4,39.4,7.3,20.8,47.8,31.4,4.6,9.6,42.9,69.9,53.4,68.5,88.1,11.4,0.6,32.9,27.5,7.6,6,15,2,545,0.305,0.271,88,-7.0
17,592696,Eddie Rosario,2023,31,98.6,3.7,ATL,23.6,6.6,9.5,35.1,3.7,22.1,40.1,37.8,15.6,6.3,45.9,74.3,57.1,64.5,79.8,15.7,-1.9,44.3,19.8,14.5,21,3,4,516,0.317,0.254,100,-2.1
18,606466,Ketel Marte,2023,29,101.6,3.82,ARI,16.8,10.9,8.0,42.8,5.8,19.0,44.8,36.2,14.9,7.7,27.7,70.1,45.4,67.0,89.0,8.5,0.0,44.1,21.5,10.7,25,8,6,650,0.342,0.266,127,21.6
19,679529,Spencer Torkelson,2023,23,102.7,4.11,DET,25.0,9.8,14.1,50.5,3.3,18.6,34.5,46.8,15.0,7.9,27.7,70.2,46.3,62.1,85.5,10.3,0.1,47.7,23.9,17.1,31,3,9,684,0.352,0.253,107,5.4
20,592206,Nick Castellanos,2023,31,100.4,3.62,PHI,27.6,5.4,10.3,43.0,4.4,21.9,41.2,36.9,17.6,7.6,42.8,77.7,56.2,49.6,81.5,18.7,-2.8,47.9,22.8,14.4,29,11,4,671,0.32,0.258,109,4.6
21,606192,Teoscar Hernández,2023,30,103.0,3.94,SEA,31.1,5.6,13.8,49.4,3.7,19.5,43.2,37.3,16.6,8.8,38.5,74.9,53.7,49.8,79.1,17.8,-4.4,38.2,25.4,12.3,26,7,4,678,0.336,0.258,105,-0.6
22,571970,Max Muncy,2023,32,101.3,4.29,LAD,26.4,14.7,14.6,46.0,2.9,17.3,33.4,49.3,21.8,4.5,26.0,59.6,39.2,57.8,81.4,11.0,-1.1,53.1,18.5,21.7,36,1,8,579,0.364,0.235,118,12.0
23,669261,Jack Suwinski,2023,24,102.2,4.27,PIT,32.2,14.0,15.7,43.4,5.1,18.6,27.9,53.6,17.3,12.8,22.0,62.5,38.9,52.7,81.4,10.9,2.1,41.6,21.7,22.4,26,13,8,534,0.346,0.218,112,10.4
24,542303,Marcell Ozuna,2023,32,103.3,4.0,ATL,22.6,9.6,16.6,49.0,1.7,19.6,39.7,40.7,24.7,3.8,32.5,71.9,48.5,59.5,85.1,12.2,-2.1,43.2,28.1,15.6,40,0,3,592,0.396,0.283,139,26.6
25,592669,Hunter Renfroe,2023,31,100.5,3.84,- - -,22.8,8.0,6.1,38.8,1.3,17.3,42.6,40.2,13.2,4.4,36.4,72.6,50.9,62.5,85.8,12.3,-1.6,49.2,18.4,15.0,20,0,7,548,0.289,0.225,92,-6.8
26,665489,Vladimir Guerrero Jr.,2023,24,104.1,3.58,TOR,14.7,9.8,11.1,49.2,2.4,18.4,46.2,35.4,14.5,3.4,32.5,76.8,50.6,64.6,87.3,10.8,-4.2,42.3,22.7,10.5,26,5,7,682,0.378,0.299,118,10.5
27,681082,Bryson Stott,2023,25,97.4,4.16,PHI,15.6,6.1,4.7,35.2,6.0,20.9,46.4,32.7,9.4,7.5,32.3,58.9,44.5,80.3,90.7,6.0,5.0,33.0,32.2,10.2,15,31,10,640,0.309,0.267,101,5.8
28,592273,Brandon Drury,2023,30,101.8,3.75,LAA,26.0,4.8,11.0,46.3,2.9,19.2,42.4,38.4,19.1,6.7,38.3,70.6,51.7,56.4,84.0,14.5,-2.8,41.5,22.9,11.8,26,0,4,523,0.318,0.252,114,6.0
29,670770,TJ Friedl Jr.,2023,27,96.4,3.95,CIN,16.2,8.5,3.2,27.4,7.2,19.6,38.5,41.9,11.4,4.8,27.7,58.1,41.3,71.5,90.5,6.8,6.1,44.5,22.0,16.1,18,27,1,556,0.289,0.24,116,17.4
30,669720,Austin Hays,2023,27,100.5,3.75,BAL,24.9,6.7,8.9,40.1,4.3,16.9,45.1,38.0,11.0,7.5,33.6,65.3,46.5,55.9,86.7,12.3,-1.3,40.6,24.2,10.4,16,5,7,566,0.309,0.242,112,6.9
31,670623,Isaac Paredes,2023,24,96.4,4.14,TBR,18.2,10.2,5.9,28.3,1.9,21.1,31.9,47.0,16.9,6.5,32.0,67.8,45.7,71.6,91.3,7.9,-1.9,54.5,18.0,22.2,31,1,1,571,0.315,0.23,137,23.2
32,678662,Ezequiel Tovar,2023,21,99.0,3.72,COL,27.0,4.1,8.1,35.7,5.5,23.5,42.7,33.8,10.6,5.1,45.4,81.0,59.3,55.7,84.7,17.1,-0.8,33.6,27.1,12.6,15,11,2,615,0.291,0.248,70,-23.5
33,650333,Luis Arraez,2023,26,95.7,3.5,MIA,5.5,5.7,3.5,25.2,2.9,28.5,42.9,28.7,6.5,2.2,35.7,68.8,50.8,91.5,95.3,3.1,-1.4,29.6,31.3,11.5,10,3,5,617,0.354,0.329,132,23.1
34,608070,José Ramírez,2023,30,100.1,3.78,CLE,10.6,10.6,7.0,40.3,5.7,22.4,34.7,42.8,10.3,6.3,30.9,70.3,46.6,75.0,92.5,6.7,2.4,51.1,18.9,18.0,24,28,6,691,0.359,0.299,123,21.4
35,664023,Ian Happ,2023,28,99.7,4.14,CHC,22.1,14.3,9.0,39.0,5.0,21.3,41.7,37.0,13.1,6.7,26.8,68.7,44.4,63.3,84.5,10.2,1.1,37.6,25.6,13.0,21,14,6,691,0.35,0.254,118,16.2
36,680757,Steven Kwan,2023,25,94.1,3.96,CLE,10.4,9.7,1.1,18.8,6.3,25.3,45.0,29.7,3.0,5.5,24.8,60.4,41.0,79.7,95.7,3.9,4.3,30.0,31.4,10.7,5,21,5,718,0.317,0.282,100,4.4
37,673357,Luis Robert Jr.,2023,25,101.8,3.7,CHW,28.9,5.0,15.2,41.7,5.7,19.7,36.4,43.9,23.0,10.2,43.3,79.9,58.1,51.9,81.9,18.3,-0.1,46.8,22.9,16.1,38,20,4,595,0.347,0.259,128,20.0
38,682928,CJ Abrams,2023,22,98.8,3.6,WSN,19.2,5.2,6.9,35.7,8.4,18.2,43.7,38.1,10.7,8.8,38.6,72.3,53.0,70.0,87.9,10.3,9.2,37.5,23.7,13.5,18,47,2,614,0.304,0.247,90,1.7
39,605137,Josh Bell,2023,30,101.6,3.94,- - -,21.7,10.2,10.1,42.6,0.7,17.5,48.3,34.1,15.5,6.5,31.1,73.5,47.6,62.6,86.7,10.9,-4.6,45.7,22.4,9.3,22,0,7,617,0.345,0.263,105,-1.1
40,518692,Freddie Freeman,2023,33,100.6,3.77,LAD,16.6,9.9,11.1,41.8,6.0,27.6,35.3,37.0,15.0,3.3,30.1,79.2,51.0,68.8,88.0,9.4,4.5,36.5,27.8,15.2,29,23,7,730,0.408,0.323,163,61.3
41,663993,Nathaniel Lowe,2023,27,101.1,4.2,TEX,22.8,12.8,6.5,41.4,3.0,22.3,47.7,29.9,12.3,5.9,26.0,68.6,43.8,67.5,89.6,7.9,-4.9,29.1,30.8,7.2,17,1,10,724,0.339,0.263,114,7.7
42,467793,Carlos Santana,2023,37,99.4,3.98,- - -,16.8,10.5,6.7,36.2,4.0,18.2,43.8,38.0,13.5,3.6,27.4,70.2,45.3,69.1,85.1,9.3,0.6,49.3,19.8,12.8,23,6,6,619,0.308,0.24,101,1.3
43,642086,Dominic Smith,2023,28,97.2,3.77,WSN,15.5,8.0,6.6,30.8,2.2,20.1,42.5,37.4,7.3,6.5,33.9,69.7,49.0,73.0,87.5,9.0,-5.9,38.4,26.5,12.8,12,1,10,586,0.32,0.256,90,-13.0
44,668227,Randy Arozarena,2023,28,102.1,4.1,TBR,23.9,12.2,12.3,48.0,5.6,18.1,43.0,38.9,14.8,13.5,30.0,63.5,43.0,63.7,78.9,11.9,0.5,41.0,22.8,11.3,23,22,3,654,0.351,0.243,126,20.7
45,643446,Jeff McNeil,2023,31,96.0,3.38,NYM,10.0,6.0,1.3,27.0,5.2,20.1,41.7,38.2,5.1,7.9,33.9,76.6,52.7,77.4,93.6,6.4,0.6,41.3,25.7,14.4,10,10,10,648,0.294,0.251,100,0.9
46,606115,Orlando Arcia,2023,28,99.2,4.0,ATL,19.1,7.3,6.9,40.9,2.3,16.7,53.7,29.6,14.8,6.2,28.8,68.8,46.1,64.3,84.4,10.4,-2.3,43.2,22.6,5.4,17,1,7,533,0.307,0.247,99,-2.9
47,641313,Tim Anderson,2023,30,99.2,3.71,CHW,23.3,5.0,3.0,39.1,5.2,22.0,61.1,16.9,1.6,5.7,38.6,72.6,53.5,64.1,85.6,12.3,1.6,33.5,27.9,2.0,1,13,2,524,0.279,0.252,60,-23.5
48,663757,Trent Grisham,2023,26,100.7,4.22,SDP,27.7,13.5,11.8,39.9,5.0,21.9,35.3,42.8,9.9,4.6,24.3,61.7,41.0,61.0,82.0,10.2,1.5,42.8,21.9,18.3,13,15,1,555,0.322,0.218,91,-4.9
49,641355,Cody Bellinger,2023,27,97.7,3.88,CHC,15.6,7.2,6.1,31.4,5.5,20.8,35.8,43.4,14.1,8.6,35.3,68.7,49.9,72.0,87.4,9.4,2.4,43.6,19.1,17.2,26,20,6,556,0.327,0.268,134,26.1
50,641487,J.P. Crawford,2023,28,99.1,4.12,SEA,19.6,14.7,4.8,36.2,2.7,23.2,39.1,37.7,12.3,5.0,21.9,60.4,38.5,69.9,90.3,6.3,-0.1,43.0,22.0,15.1,19,2,1,638,0.34,0.26,134,26.0
51,677951,Bobby Witt Jr.,2023,23,102.1,3.89,KCR,17.4,5.8,11.5,45.4,8.1,18.4,38.0,43.5,13.1,7.5,34.4,73.3,50.4,68.4,86.2,10.5,7.6,37.8,30.1,15.7,30,49,7,694,0.369,0.294,115,19.9
52,547989,José Abreu,2023,36,100.8,4.04,HOU,21.9,7.1,8.7,41.6,2.0,18.8,45.0,36.3,11.9,7.0,38.9,66.3,50.2,64.2,85.6,12.1,-2.5,33.9,25.7,10.8,18,0,7,594,0.314,0.248,86,-12.1
53,646240,Rafael Devers,2023,26,104.5,3.93,BOS,19.2,9.5,12.7,54.7,3.0,18.0,42.8,39.3,18.4,6.2,36.1,79.1,52.5,70.8,79.8,12.6,-3.2,41.1,24.1,12.4,33,5,4,656,0.38,0.282,124,15.5
54,607208,Trea Turner,2023,30,100.3,3.87,PHI,21.7,6.5,8.4,42.2,7.4,21.0,39.6,39.4,13.5,11.9,38.3,76.6,53.1,55.9,84.6,14.9,9.4,39.6,23.5,13.0,26,30,4,691,0.33,0.266,108,16.2
55,621043,Carlos Correa,2023,28,102.5,3.89,MIN,22.6,10.2,9.6,45.9,1.9,20.2,45.9,33.9,13.7,3.4,30.1,63.8,43.6,63.8,86.9,9.9,-2.9,38.6,25.9,10.6,18,0,6,580,0.33,0.253,96,-5.5
56,669004,MJ Melendez Jr.,2023,24,101.4,4.05,KCR,28.2,10.3,11.4,49.6,4.5,20.4,36.0,43.6,10.0,6.1,29.8,72.4,47.8,54.3,76.8,15.0,0.5,45.8,21.8,16.9,16,6,3,602,0.325,0.235,92,-5.4
57,643217,Andrew Benintendi,2023,28,95.5,3.79,CHW,14.3,8.4,2.9,26.8,5.0,26.2,39.1,34.7,3.0,4.3,31.8,70.9,48.8,75.1,87.2,8.4,1.7,32.5,29.4,14.5,5,13,10,621,0.31,0.27,87,-7.8
58,683734,Andrew Vaughn,2023,25,101.7,3.77,CHW,21.0,5.9,8.4,46.5,2.1,19.6,44.4,36.0,13.3,8.2,34.9,66.6,47.5,64.0,89.4,10.4,-4.5,39.4,26.9,11.2,21,0,7,615,0.319,0.252,103,-2.4
59,608369,Corey Seager,2023,29,103.5,3.44,TEX,16.4,9.1,15.2,53.2,2.4,20.3,40.0,39.7,21.0,5.7,33.6,85.5,55.2,55.1,89.5,12.6,-2.8,41.5,24.1,13.0,33,2,4,536,0.412,0.314,169,41.4
60,665487,Fernando Tatis Jr.,2023,24,102.9,3.68,SDP,22.2,8.3,11.0,48.9,5.9,19.2,47.1,33.6,17.0,6.3,35.7,81.7,54.1,58.3,80.3,15.3,3.0,43.6,17.4,11.0,25,29,4,635,0.364,0.281,113,13.1
61,572233,Christian Walker,2023,32,100.6,4.04,ARI,19.2,9.4,11.2,40.1,4.8,16.8,38.2,44.9,15.9,4.0,30.4,74.0,48.5,58.7,85.2,11.9,1.2,42.8,24.0,15.8,33,11,3,661,0.339,0.251,120,17.8
62,457759,Justin Turner,2023,38,98.6,4.27,BOS,17.6,8.1,5.7,39.0,3.1,22.9,35.7,41.4,12.2,7.4,29.6,65.1,45.0,73.2,91.0,7.0,-5.2,41.0,26.4,16.5,23,4,1,626,0.336,0.26,114,5.6
63,668939,Adley Rutschman,2023,25,99.6,4.23,BAL,14.7,13.4,7.5,38.4,1.8,23.2,42.3,34.6,11.8,6.7,27.0,62.0,41.0,77.1,92.4,5.6,-1.9,38.4,29.3,12.6,20,1,1,687,0.373,0.292,127,20.4
64,671739,Michael Harris II,2023,22,103.6,3.63,ATL,18.7,4.6,10.1,48.5,6.1,22.2,47.2,30.6,14.5,3.1,41.6,68.2,52.7,68.3,86.2,11.6,4.9,35.8,27.2,7.6,18,20,2,539,0.357,0.304,115,14.8
65,600869,Jeimer Candelario,2023,29,99.2,4.05,- - -,22.0,9.2,7.8,36.3,5.3,19.4,40.1,40.6,14.2,5.9,32.0,69.9,47.3,65.4,87.2,10.2,-0.1,45.6,22.5,14.1,22,8,6,576,0.318,0.236,117,12.0
66,657077,Alex Verdugo,2023,27,99.1,3.93,BOS,15.4,7.5,5.0,37.6,4.8,21.0,45.2,33.8,8.4,4.8,25.2,58.6,40.8,70.2,94.3,5.6,-0.5,38.2,24.5,8.8,13,5,10,602,0.331,0.278,98,-1.9
67,656305,Matt Chapman,2023,30,103.5,4.22,TOR,28.4,10.7,17.1,56.1,3.7,15.6,35.0,49.4,9.9,9.9,22.5,69.2,43.3,59.8,78.3,11.7,-0.8,39.3,23.4,18.5,17,4,9,581,0.337,0.23,110,6.2
68,660271,Shohei Ohtani,2023,28,105.7,3.87,LAA,23.9,15.2,19.3,53.3,6.6,18.2,42.3,39.5,31.2,7.3,33.3,70.7,48.0,56.5,81.4,13.9,2.5,38.9,24.9,13.2,44,20,3,599,0.427,0.295,180,59.6
69,682998,Corbin Carroll,2023,22,101.0,3.77,ARI,19.4,8.8,7.6,40.9,9.3,19.0,43.9,37.1,15.4,7.3,30.5,67.0,45.5,68.2,88.5,8.9,12.3,42.7,24.2,11.0,25,54,10,645,0.344,0.268,133,38.7
70,547180,Bryce Harper,2023,30,103.8,3.7,PHI,21.8,14.7,15.2,46.8,4.3,24.9,44.7,30.5,20.4,6.0,36.6,79.6,51.2,52.8,83.1,16.0,-0.3,37.4,25.4,9.1,21,11,4,546,0.399,0.29,142,28.2
71,668804,Bryan Reynolds,2023,28,101.0,3.94,PIT,21.6,8.3,11.1,47.1,5.8,24.0,43.0,33.0,16.4,5.8,30.2,75.1,47.4,55.0,85.8,12.5,1.4,39.4,27.4,10.9,24,12,7,640,0.36,0.28,110,9.4
72,664761,Alec Bohm,2023,26,100.4,3.69,PHI,15.4,6.9,5.7,41.7,2.9,23.8,42.3,33.8,12.6,3.5,34.3,70.1,49.9,74.6,90.7,7.8,-3.3,30.2,29.4,11.1,20,4,10,611,0.343,0.29,105,0.7
73,592518,Manny Machado,2023,30,102.4,3.8,SDP,18.1,8.3,10.5,45.9,2.3,15.2,40.2,44.5,15.3,7.9,32.0,72.7,49.3,63.7,85.9,11.0,-2.4,38.4,26.6,15.0,30,3,7,601,0.335,0.258,114,8.2
74,645277,Ozzie Albies,2023,26,98.7,3.88,ATL,16.2,7.0,8.2,38.9,5.9,19.7,37.8,42.5,15.6,4.8,38.8,79.5,54.6,69.7,90.6,10.0,3.3,54.5,15.3,16.5,33,13,7,660,0.34,0.266,124,22.9
75,665161,Jeremy Peña,2023,25,99.1,3.63,HOU,20.3,6.8,4.0,35.1,4.9,19.1,54.3,26.6,8.5,8.7,38.1,75.4,52.9,53.1,89.7,13.9,0.7,44.9,21.1,5.5,10,13,2,634,0.305,0.259,96,-2.0
76,543760,Marcus Semien,2023,32,98.1,3.72,TEX,14.6,9.6,6.5,36.8,5.5,19.6,33.8,46.5,11.0,9.9,25.3,77.0,47.1,66.2,91.2,7.8,1.3,49.4,20.2,19.1,29,14,6,753,0.333,0.262,124,23.1
77,665926,Andrés Giménez,2023,24,96.7,3.81,CLE,18.2,5.2,5.5,27.0,7.0,17.4,45.3,37.3,9.2,8.1,42.7,70.4,53.9,68.9,84.4,12.4,4.1,43.1,24.6,13.1,15,30,2,616,0.297,0.245,97,2.2
78,663457,Lars Nootbaar,2023,25,100.3,4.12,STL,19.7,14.3,8.8,37.8,4.9,18.9,49.7,31.4,13.6,4.3,20.4,54.5,35.3,72.3,89.1,5.8,1.8,34.7,24.5,7.2,14,11,1,503,0.356,0.265,118,13.2
79,681546,James Outman,2023,26,100.0,4.15,LAD,31.9,12.0,11.1,39.5,6.2,21.4,37.5,41.1,18.4,9.6,28.1,71.7,45.9,45.6,78.4,15.3,3.4,49.0,21.9,15.7,23,16,3,567,0.325,0.228,118,16.3
80,605204,J.D. Davis,2023,30,101.4,3.83,SFG,27.8,9.5,9.5,44.4,2.5,19.8,52.7,27.5,19.6,4.0,30.3,82.8,53.0,49.0,78.2,16.5,-2.4,41.3,25.5,7.8,18,1,4,546,0.323,0.244,104,0.5
81,663656,Kyle Tucker,2023,26,100.8,3.81,HOU,13.6,11.9,10.4,44.5,6.4,19.1,38.4,42.5,13.9,4.8,25.9,73.1,46.5,69.6,90.4,7.5,4.0,44.9,22.2,14.8,29,30,6,674,0.386,0.292,140,36.1
82,608324,Alex Bregman,2023,29,98.1,3.85,HOU,12.0,12.7,5.4,38.2,3.7,18.6,35.4,46.0,10.1,3.7,22.3,63.3,38.7,74.7,94.1,4.9,-4.2,42.6,22.2,17.6,25,3,1,724,0.351,0.266,125,17.8
83,571448,Nolan Arenado,2023,32,99.3,3.73,STL,16.5,6.7,7.3,38.1,2.9,20.8,38.8,40.5,13.8,6.6,36.8,67.1,48.5,68.9,91.9,9.1,-2.1,50.1,19.5,16.9,26,3,6,612,0.32,0.266,107,3.1
84,673962,Josh Jung,2023,25,101.6,3.84,TEX,29.3,5.8,11.9,47.1,3.0,24.3,36.5,39.2,17.8,5.0,36.1,74.2,51.9,58.4,84.0,13.7,-3.4,36.8,23.4,15.0,23,1,4,515,0.337,0.26,110,2.9
85,669242,Tommy Edman,2023,28,99.5,3.43,STL,15.9,6.6,5.0,38.6,7.2,16.8,51.0,32.2,10.2,7.9,31.1,63.6,45.6,71.6,94.1,6.6,2.8,43.0,20.7,7.5,13,27,10,528,0.312,0.262,92,-2.2
86,660688,Keibert Ruiz,2023,24,97.3,3.36,WSN,10.3,5.5,5.8,31.7,1.6,22.3,38.5,39.2,9.8,3.9,39.5,67.0,51.1,78.4,94.0,6.6,-5.5,45.8,20.3,15.2,18,1,10,562,0.322,0.274,93,-10.5
87,669394,Jake Burger,2023,27,105.0,3.79,- - -,27.6,5.9,16.7,49.3,2.5,18.4,42.9,38.6,25.4,5.4,41.3,72.2,54.0,50.6,82.6,17.1,-0.8,49.0,18.2,12.3,34,1,4,540,0.359,0.27,120,12.7
88,553869,Elias Díaz,2023,32,100.0,3.77,COL,22.4,6.5,6.2,38.4,2.2,17.2,46.8,36.0,10.4,5.2,39.8,78.3,54.8,60.6,85.2,14.0,-1.9,42.7,22.0,12.7,14,1,4,526,0.296,0.245,81,-14.4
89,664774,LaMonte Wade Jr.,2023,29,99.5,4.05,SFG,18.3,14.6,9.1,39.8,3.4,20.7,38.0,41.3,12.3,5.5,20.7,65.2,39.0,60.8,89.2,7.7,-1.5,43.3,25.2,17.5,17,2,1,519,0.363,0.265,122,12.4
90,592885,Christian Yelich,2023,31,103.2,4.05,MIL,22.2,12.3,9.3,49.9,6.0,19.8,57.3,22.9,20.2,5.1,28.0,70.3,45.0,59.7,85.3,10.9,7.2,35.3,29.7,3.5,19,28,7,632,0.362,0.284,122,24.3
91,665750,Leody Taveras,2023,24,100.6,3.8,TEX,21.1,6.3,7.2,42.4,5.3,22.1,44.2,33.7,10.4,4.5,32.3,71.6,49.1,62.1,86.9,11.0,2.7,30.2,29.9,10.2,14,14,2,554,0.319,0.27,98,1.1
92,666971,Lourdes Gurriel Jr.,2023,29,99.9,3.74,ARI,17.4,5.6,8.4,46.0,3.9,21.3,43.1,35.6,15.0,5.7,33.4,70.0,49.0,69.9,92.3,8.1,0.1,40.0,25.1,10.6,24,5,7,592,0.324,0.264,106,4.3
93,621566,Matt Olson,2023,29,104.8,4.29,ATL,23.2,14.4,16.4,55.1,3.1,17.8,38.7,43.6,27.8,2.9,29.5,73.5,46.9,69.5,77.7,11.9,0.2,38.2,24.5,16.1,54,1,9,720,0.392,0.264,160,54.1
94,807799,Masataka Yoshida,2023,29,100.1,3.79,BOS,14.0,5.9,6.6,40.6,4.9,18.6,54.6,26.9,12.2,8.8,29.3,59.9,43.3,73.4,88.7,7.3,-1.9,36.5,28.4,3.9,15,8,10,580,0.325,0.273,109,4.7
95,592192,Mark Canha,2023,34,99.0,4.11,- - -,15.6,9.7,4.7,36.7,4.4,15.7,44.5,39.8,7.6,5.0,26.7,61.1,41.5,71.5,89.5,7.1,1.0,43.9,21.3,13.1,11,11,1,507,0.323,0.248,111,7.9
96,624413,Pete Alonso,2023,28,102.3,3.9,NYM,22.9,9.9,14.7,39.9,3.8,15.7,36.6,47.7,22.9,4.5,30.2,64.1,43.7,64.7,84.6,10.3,-0.6,44.4,23.0,18.2,46,4,9,658,0.368,0.246,121,16.8
97,667670,Brent Rooker Jr.,2023,28,102.7,4.09,OAK,32.7,9.3,15.6,49.5,3.3,19.3,33.6,47.1,21.6,6.1,32.0,66.4,46.1,44.9,78.6,16.2,-0.7,34.2,24.8,17.6,30,4,3,526,0.343,0.237,127,16.3
98,642731,Thairo Estrada,2023,27,97.9,3.63,SFG,22.6,4.2,4.8,33.7,5.7,21.1,44.1,34.9,10.9,5.5,40.0,67.8,51.1,65.7,92.1,10.4,1.9,47.8,22.0,10.8,14,23,2,530,0.292,0.248,101,2.5
99,663647,Ke'Bryan Hayes,2023,26,101.7,3.67,PIT,19.8,5.3,7.4,48.4,5.7,19.1,41.8,39.0,9.8,7.3,33.3,62.7,45.5,65.6,92.5,8.6,-0.1,31.0,31.6,13.2,15,10,10,525,0.324,0.273,101,0.6
100,666182,Bo Bichette,2023,25,101.7,3.7,TOR,19.1,4.5,9.6,44.9,3.6,27.4,46.1,26.5,16.5,10.0,40.8,78.4,56.6,69.4,90.7,10.3,-1.4,27.0,40.6,6.1,20,5,2,601,0.363,0.312,125,16.3
101,656716,Zach McKinstry,2023,28,97.7,4.08,DET,21.8,8.5,7.6,33.2,6.0,21.8,35.1,43.1,5.9,6.5,30.6,69.1,47.0,66.9,90.9,8.5,1.1,35.4,27.0,17.8,9,16,10,518,0.312,0.247,81,-10.7
